법정동,단지명,floor,지번,area,transaction_price,construction_year,위도,경도,가장 가까운 학교,school_distance,가장 가까운 역,subway_distance,가장 가까운 마트,mart_distance,construction_company,단지 고유번호,number_of_buildings,total_floors
교북동,경희궁자이(4단지),14,126,37.2635,"88,000",2017,37.5715566,126.9614259,대신고등학교,219,독립문역 3호선,447,농협하나로유통 풍기인삼하나로마트 서대문점,151,GS건설,1.11101E+13,3,19
교북동,동아,4,101,99.29,"87,700",1995,37.571464,126.9620635,대신고등학교,224,독립문역 3호선,495,농협하나로유통 풍기인삼하나로마트 서대문점,114,알 수 없음,1.11101E+13,1,11
명륜2가,아남2,2,236,59.4,"87,000",1996,37.5861417,126.99873,동성중학교,342,혜화역 4호선,536,홈플러스익스프레스 명륜점,145,알 수 없음,1.11101E+13,1,9
인의동,효성쥬얼리시티,9,Feb-48,84.98,"86,500",2006,37.571498,126.9986561,서울효제초등학교,431,종로5가역 1호선,261,노브랜드 동대문두타몰점,939,효성건설,1.11101E+13,1,19
무악동,현대,1,82,60,"86,500",2000,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,1.11101E+13,12,13
창신동,두산,15,232,59.95,"86,000",1999,37.574221,127.0142935,서울창신초등학교,198,동묘앞역 1호선,214,홈플러스익스프레스 숭인점,143,알 수 없음,1.11101E+13,3,23
숭인동,종로청계힐스테이트,8,766,59.9426,"85,500",2009,37.5760349,127.0211589,서울장로회신학,189,신설동역 우이신설선,189,GS더프레시 성북보문점,516,현대건설,1.11101E+13,6,13
청운동,청운현대,3,56-45,84.51,"85,000",2000,37.586219,126.9673962,서울청운초등학교,170,,,,,현대건설,1.11101E+13,4,5
숭인동,종로청계힐스테이트,2,766,59.9426,"85,000",2009,37.5760349,127.0211589,서울장로회신학,189,신설동역 우이신설선,189,GS더프레시 성북보문점,516,현대건설,1.11101E+13,6,13
교북동,경희궁자이(4단지),7,126,33.982,"85,000",2017,37.5715566,126.9614259,대신고등학교,219,독립문역 3호선,447,농협하나로유통 풍기인삼하나로마트 서대문점,151,GS건설,1.11101E+13,3,19
인의동,효성쥬얼리시티,11,Feb-48,106.81,"84,800",2006,37.571498,126.9986561,서울효제초등학교,431,종로5가역 1호선,261,노브랜드 동대문두타몰점,939,효성건설,1.11101E+13,1,19
인의동,효성쥬얼리시티,9,Feb-48,106.81,"84,500",2006,37.571498,126.9986561,서울효제초등학교,431,종로5가역 1호선,261,노브랜드 동대문두타몰점,939,효성건설,1.11101E+13,1,19
숭인동,종로센트레빌,11,02월 01일,84.92,"84,500",2008,37.5809832,127.0159311,서울명신초등학교,165,창신역 6호선,182,GS더프레시 성북보문점,282,동부건설,1.11101E+13,6,12
창신동,창신쌍용2,12,703,79.87,"84,000",1993,37.5803309,127.0117946,서일문화예술고등학교,136,창신역 6호선,325,GS더프레시 성북보문점,638,알 수 없음,1.11101E+13,7,13
명륜1가,건양하늘터,1,23,84.78,"84,000",2006,37.5878613,126.9978962,서울혜화초등학교,226,한성대입구역 4호선,720,홈플러스익스프레스 명륜점,190,알 수 없음,1.11101E+13,1,12
교북동,동아,8,101,59.98,"83,500",1995,37.571464,126.9620635,대신고등학교,224,독립문역 3호선,495,농협하나로유통 풍기인삼하나로마트 서대문점,114,알 수 없음,1.11101E+13,1,11
창신동,두산,2,232,59.95,"82,000",1999,37.574221,127.0142935,서울창신초등학교,198,동묘앞역 1호선,214,홈플러스익스프레스 숭인점,143,알 수 없음,1.11101E+13,3,23
숭인동,종로청계힐스테이트,6,766,59.9426,"82,000",2009,37.5760349,127.0211589,서울장로회신학,189,신설동역 우이신설선,189,GS더프레시 성북보문점,516,현대건설,1.11101E+13,6,13
창신동,창신쌍용1,4,702,79.87,"80,700",1992,37.5805198,127.0140202,서울명신초등학교,128,창신역 6호선,166,GS더프레시 성북보문점,442,알 수 없음,1.11101E+13,5,14
신교동,신현(101동),1,06월 13일,84.82,"80,000",2002,37.5835875,126.9678595,서울청운초등학교,292,,,,,알 수 없음,1.11101E+13,1,5
교북동,경희궁자이(4단지),6,126,33.982,"80,000",2017,37.5715566,126.9614259,대신고등학교,219,독립문역 3호선,447,농협하나로유통 풍기인삼하나로마트 서대문점,151,GS건설,1.11101E+13,3,19
교북동,동아,4,101,59.98,"80,000",1995,37.571464,126.9620635,대신고등학교,224,독립문역 3호선,495,농협하나로유통 풍기인삼하나로마트 서대문점,114,알 수 없음,1.11101E+13,1,11
창신동,두산,14,232,59.95,"79,500",1999,37.574221,127.0142935,서울창신초등학교,198,동묘앞역 1호선,214,홈플러스익스프레스 숭인점,143,알 수 없음,1.11101E+13,3,23
창신동,두산,2,232,59.95,"79,500",1999,37.574221,127.0142935,서울창신초등학교,198,동묘앞역 1호선,214,홈플러스익스프레스 숭인점,143,알 수 없음,1.11101E+13,3,23
창신동,두산,1,232,59.95,"79,500",1999,37.574221,127.0142935,서울창신초등학교,198,동묘앞역 1호선,214,홈플러스익스프레스 숭인점,143,알 수 없음,1.11101E+13,3,23
숭인동,종로청계힐스테이트,4,766,59.9426,"79,500",2009,37.5760349,127.0211589,서울장로회신학,189,신설동역 우이신설선,189,GS더프레시 성북보문점,516,현대건설,1.11101E+13,6,13
무악동,현대,3,82,60,"79,000",2000,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,1.11101E+13,12,13
숭인동,종로청계힐스테이트,10,766,59.9426,"78,200",2009,37.5760349,127.0211589,서울장로회신학,189,신설동역 우이신설선,189,GS더프레시 성북보문점,516,현대건설,1.11101E+13,6,13
창신동,창신쌍용2,8,703,64.66,"76,500",1993,37.5803309,127.0117946,서일문화예술고등학교,136,창신역 6호선,325,GS더프레시 성북보문점,638,알 수 없음,1.11101E+13,7,13
무악동,현대,13,82,60,"75,000",2000,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,1.11101E+13,12,13
창신동,창신쌍용2,7,703,79.87,"74,000",1993,37.5803309,127.0117946,서일문화예술고등학교,136,창신역 6호선,325,GS더프레시 성북보문점,638,알 수 없음,1.11101E+13,7,13
숭인동,종로청계힐스테이트,18,766,59.9426,"73,000",2009,37.5760349,127.0211589,서울장로회신학,189,신설동역 우이신설선,189,GS더프레시 성북보문점,516,현대건설,1.11101E+13,6,13
명륜2가,명륜동주상복합아남아파트,5,237,47.43,"73,000",1999,37.585619,127.0002684,동성중학교,203,혜화역 4호선,423,홈플러스익스프레스 명륜2점,47,알 수 없음,1.11101E+13,1,8
무악동,현대,12,82,60,"72,990",2000,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,1.11101E+13,12,13
숭인동,종로센트레빌,6,02월 01일,59.92,"72,400",2008,37.5809832,127.0159311,서울명신초등학교,165,창신역 6호선,182,GS더프레시 성북보문점,282,동부건설,1.11101E+13,6,12
무악동,현대,7,82,60,"72,000",2000,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,1.11101E+13,12,13
창신동,창신쌍용2,12,703,79.87,"71,500",1993,37.5803309,127.0117946,서일문화예술고등학교,136,창신역 6호선,325,GS더프레시 성북보문점,638,알 수 없음,1.11101E+13,7,13
숭인동,종로센트레빌,11,02월 01일,59.92,"71,500",2008,37.5809832,127.0159311,서울명신초등학교,165,창신역 6호선,182,GS더프레시 성북보문점,282,동부건설,1.11101E+13,6,12
무악동,현대,10,82,60,"70,910",2000,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,1.11101E+13,12,13
창신동,창신쌍용2,8,703,54.7,"70,700",1993,37.5803309,127.0117946,서일문화예술고등학교,136,창신역 6호선,325,GS더프레시 성북보문점,638,알 수 없음,1.11101E+13,7,13
숭인동,숭인상가,8,204-11,78.75,"70,000",1979,37.5721394,127.0205709,서울다솜관광고등학교,208,동묘앞역 1호선,390,이마트 청계천점,139,알 수 없음,1.11101E+13,1,8
창신동,창신쌍용2,7,703,54.7,"69,800",1993,37.5803309,127.0117946,서일문화예술고등학교,136,창신역 6호선,325,GS더프레시 성북보문점,638,알 수 없음,1.11101E+13,7,13
창신동,브라운스톤창신,14,23-76,84.67,"69,700",2006,37.5773845,127.0150474,서울창신초등학교,165,창신역 6호선,226,홈플러스익스프레스 숭인점,411,알 수 없음,1.11101E+13,1,15
창신동,창신쌍용2,9,703,54.7,"69,700",1993,37.5803309,127.0117946,서일문화예술고등학교,136,창신역 6호선,325,GS더프레시 성북보문점,638,알 수 없음,1.11101E+13,7,13
창신동,창신쌍용2,1,703,64.66,"69,000",1993,37.5803309,127.0117946,서일문화예술고등학교,136,창신역 6호선,325,GS더프레시 성북보문점,638,알 수 없음,1.11101E+13,7,13
명륜1가,송림아마레스아파트,2,02월 12일,84.81,"69,000",2003,37.5906972,126.997712,서울과학고등학교,116,한성대입구역 4호선,775,이마트에브리데이 성북동점,403,알 수 없음,1.11101E+13,1,6
창신동,창신쌍용2,12,703,64.66,"68,800",1993,37.5803309,127.0117946,서일문화예술고등학교,136,창신역 6호선,325,GS더프레시 성북보문점,638,알 수 없음,1.11101E+13,7,13
창신동,창신쌍용1,1,702,106.62,"68,500",1992,37.5805198,127.0140202,서울명신초등학교,128,창신역 6호선,166,GS더프레시 성북보문점,442,알 수 없음,1.11101E+13,5,14
창신동,창신쌍용1,11,702,54.7,"68,000",1992,37.5805198,127.0140202,서울명신초등학교,128,창신역 6호선,166,GS더프레시 성북보문점,442,알 수 없음,1.11101E+13,5,14
창신동,창신쌍용2,6,703,54.7,"67,800",1993,37.5803309,127.0117946,서일문화예술고등학교,136,창신역 6호선,325,GS더프레시 성북보문점,638,알 수 없음,1.11101E+13,7,13
창신동,창신쌍용2,7,703,54.7,"67,500",1993,37.5803309,127.0117946,서일문화예술고등학교,136,창신역 6호선,325,GS더프레시 성북보문점,638,알 수 없음,1.11101E+13,7,13
창신동,창신쌍용2,4,703,54.7,"67,000",1993,37.5803309,127.0117946,서일문화예술고등학교,136,창신역 6호선,325,GS더프레시 성북보문점,638,알 수 없음,1.11101E+13,7,13
인의동,효성쥬얼리시티,10,Feb-48,84.64,"66,500",2006,37.571498,126.9986561,서울효제초등학교,431,종로5가역 1호선,261,노브랜드 동대문두타몰점,939,효성건설,1.11101E+13,1,19
무악동,현대,2,82,60,"66,000",2000,37.5753907,126.9608065,서울독립문초등학교,129,독립문역 3호선,274,GS더프레시 무악현대점,189,현대건설,1.11101E+13,12,13
창신동,창신쌍용2,3,703,64.66,"65,500",1993,37.5803309,127.0117946,서일문화예술고등학교,136,창신역 6호선,325,GS더프레시 성북보문점,638,알 수 없음,1.11101E+13,7,13
익선동,운현신화타워,11,06월 30일,84.26,"65,000",1998,37.5751138,126.9891376,서울교동초등학교,88,종로3가역 5호선,302,,,알 수 없음,1.11101E+13,1,15
창신동,창신쌍용2,11,703,54.7,"64,900",1993,37.5803309,127.0117946,서일문화예술고등학교,136,창신역 6호선,325,GS더프레시 성북보문점,638,알 수 없음,1.11101E+13,7,13
창신동,창신쌍용2,4,703,54.7,"63,300",1993,37.5803309,127.0117946,서일문화예술고등학교,136,창신역 6호선,325,GS더프레시 성북보문점,638,알 수 없음,1.11101E+13,7,13
창신동,창신쌍용2,2,703,54.7,"62,900",1993,37.5803309,127.0117946,서일문화예술고등학교,136,창신역 6호선,325,GS더프레시 성북보문점,638,알 수 없음,1.11101E+13,7,13
창신동,두산,5,232,59.95,"62,300",1999,37.574221,127.0142935,서울창신초등학교,198,동묘앞역 1호선,214,홈플러스익스프레스 숭인점,143,알 수 없음,1.11101E+13,3,23
창신동,덕산,1,639-50,59.28,"61,700",1999,37.5761168,127.0099201,서울창신초등학교,386,동대문역 1호선,497,홈플러스익스프레스 숭인점,582,알 수 없음,1.11101E+13,1,6
창신동,덕산,1,639-50,59.28,"61,700",1999,37.5761168,127.0099201,서울창신초등학교,386,동대문역 1호선,497,홈플러스익스프레스 숭인점,582,알 수 없음,1.11101E+13,1,6
창신동,덕산,3,639-50,59.28,"61,700",1999,37.5761168,127.0099201,서울창신초등학교,386,동대문역 1호선,497,홈플러스익스프레스 숭인점,582,알 수 없음,1.11101E+13,1,6
내수동,세종로대우,12,167,66.96,"61,500",1994,37.5727874,126.9732496,서울덕수초등학교,475,광화문역 5호선,307,홈플러스익스프레스 광화문점,280,알 수 없음,1.11101E+13,1,15
창신동,창신쌍용2,2,703,54.7,"61,000",1993,37.5803309,127.0117946,서일문화예술고등학교,136,창신역 6호선,325,GS더프레시 성북보문점,638,알 수 없음,1.11101E+13,7,13
숭인동,할리우드파크아파트,2,56-135,68.77,"61,000",2014,37.5788621,127.018119,서울동신초등학교,443,창신역 6호선,256,GS더프레시 성북보문점,184,알 수 없음,1.11101E+13,1,7
창신동,창신쌍용2,9,703,54.7,"59,500",1993,37.5803309,127.0117946,서일문화예술고등학교,136,창신역 6호선,325,GS더프레시 성북보문점,638,알 수 없음,1.11101E+13,7,13
창신동,창신쌍용2,2,703,54.7,"58,500",1993,37.5803309,127.0117946,서일문화예술고등학교,136,창신역 6호선,325,GS더프레시 성북보문점,638,알 수 없음,1.11101E+13,7,13
창신동,창신쌍용2,4,703,79.87,"57,300",1993,37.5803309,127.0117946,서일문화예술고등학교,136,창신역 6호선,325,GS더프레시 성북보문점,638,알 수 없음,1.11101E+13,7,13
연지동,하이텍하우스,6,Jan-36,114.05,"56,588",2011,37.5747243,126.9988895,홍익대학교 대학로캠퍼스,284,종로5가역 1호선,477,롯데슈퍼프레시 대학로점,838,알 수 없음,알 수 없음,알 수 없음,알 수 없음
창신동,MID그린(6동),6,601-7,59.04,"56,500",2002,37.5776032,127.0097354,서일문화예술고등학교,335,창신역 6호선,530,롯데슈퍼프레시 대학로점,618,알 수 없음,1.11101E+13,1,8
창신동,창신쌍용1,11,702,54.7,"55,000",1992,37.5805198,127.0140202,서울명신초등학교,128,창신역 6호선,166,GS더프레시 성북보문점,442,알 수 없음,1.11101E+13,5,14
숭인동,동문타운,-1,181-105,59.56,"54,000",2000,37.5767296,127.0197179,서울장로회신학,334,신설동역 우이신설선,309,GS더프레시 성북보문점,407,알 수 없음,1.11101E+13,1,5
창신동,덕산,4,639-50,59.28,"53,000",1999,37.5761168,127.0099201,서울창신초등학교,386,동대문역 1호선,497,홈플러스익스프레스 숭인점,582,알 수 없음,1.11101E+13,1,6
창신동,덕산,4,639-50,59.28,"53,000",1999,37.5761168,127.0099201,서울창신초등학교,386,동대문역 1호선,497,홈플러스익스프레스 숭인점,582,알 수 없음,1.11101E+13,1,6
숭인동,할리우드파크아파트,2,56-135,69.94,"53,000",2014,37.5788621,127.018119,서울동신초등학교,443,창신역 6호선,256,GS더프레시 성북보문점,184,알 수 없음,1.11101E+13,1,7
창신동,창신쌍용1,6,702,54.7,"52,600",1992,37.5805198,127.0140202,서울명신초등학교,128,창신역 6호선,166,GS더프레시 성북보문점,442,알 수 없음,1.11101E+13,5,14
숭인동,할리우드파크아파트,4,56-135,75.25,"52,000",2014,37.5788621,127.018119,서울동신초등학교,443,창신역 6호선,256,GS더프레시 성북보문점,184,알 수 없음,1.11101E+13,1,7
당주동,롯데미도파광화문빌딩,8,145,65.79,"50,200",1981,37.571377,126.9737006,서울덕수초등학교,314,광화문역 5호선,242,홈플러스익스프레스 광화문점,132,알 수 없음,1.11101E+13,1,10
창신동,그린,3,23-326,44.6,"49,000",2002,37.5793267,127.0107024,서일문화예술고등학교,184,창신역 6호선,406,롯데슈퍼프레시 대학로점,605,알 수 없음,1.11101E+13,1,6
부암동,부암스카이뷰,1,218-1,81,"49,000",2004,37.5946348,126.9640164,경기상업고등학교,826,,,,,알 수 없음,1.11101E+13,1,5
연건동,(60-1),2,Jan-60,59.63,"48,500",1999,37.5791168,127.0010668,한국방송통신대학교 대학본부,163,혜화역 4호선,333,롯데슈퍼프레시 대학로점,345,알 수 없음,1.11101E+13,1,6
명륜1가,리치캐슬아파트,1,33-85,71.31,"48,000",2003,37.588565,126.9978265,서울혜화초등학교,194,한성대입구역 4호선,723,홈플러스익스프레스 명륜점,239,알 수 없음,1.11101E+13,1,6
효제동,이지마루종로,12,126-2,26.65,"46,500",2021,37.5737077,127.0038592,서울효제초등학교,92,종로5가역 1호선,365,노브랜드 동대문두타몰점,684,알 수 없음,1.11101E+13,2,15
신영동,구암하이빌,1,105-22,84.94,"46,000",2002,37.601922,126.962325,서울세검정초등학교,165,,,GS더프레시 종로구기점,644,알 수 없음,1.11101E+13,1,5
신영동,대아파크빌,3,254,59.22,"45,000",1998,37.6055355,126.9603335,서울세검정초등학교,280,,,GS더프레시 종로구기점,220,알 수 없음,1.11101E+13,1,14
숭인동,주숭보아파트,6,535,59.9,"44,750",2000,37.5784536,127.0205179,대광초등학교,287,신설동역 우이신설선,317,GS더프레시 성북보문점,249,알 수 없음,1.11101E+13,1,6
창신동,흥인,5,627-21,56.88,"43,000",1997,37.5772038,127.0092511,서일문화예술고등학교,395,창신역 6호선,587,롯데슈퍼프레시 대학로점,614,알 수 없음,1.11101E+13,1,5
창신동,동대문,2,328-17,28.8,"42,000",1966,37.5722773,127.0151913,오디세이학교,267,동묘앞역 6호선,48,홈플러스익스프레스 숭인점,168,LH,1.11101E+13,1,6
숭인동,숭인상가,5,204-11,78.75,"41,000",1979,37.5721394,127.0205709,서울다솜관광고등학교,208,동묘앞역 1호선,390,이마트 청계천점,139,알 수 없음,1.11101E+13,1,8
익선동,현대뜨레비앙,7,55,48.54,"40,000",2003,37.5751303,126.990057,서울교동초등학교,168,종로3가역 5호선,283,,,현대건설,1.11101E+13,1,9
숭인동,숭인상가,4,204-11,78.75,"38,500",1979,37.5721394,127.0205709,서울다솜관광고등학교,208,동묘앞역 1호선,390,이마트 청계천점,139,알 수 없음,1.11101E+13,1,8
익선동,현대뜨레비앙,3,55,48.54,"38,000",2003,37.5751303,126.990057,서울교동초등학교,168,종로3가역 5호선,283,,,현대건설,1.11101E+13,1,9
익선동,현대뜨레비앙,2,55,48.54,"37,500",2003,37.5751303,126.990057,서울교동초등학교,168,종로3가역 5호선,283,,,현대건설,1.11101E+13,1,9
익선동,현대뜨레비앙,3,55,46.64,"35,800",2003,37.5751303,126.990057,서울교동초등학교,168,종로3가역 5호선,283,,,현대건설,1.11101E+13,1,9
효제동,이지마루종로,14,126-2,25.55,"35,500",2021,37.5737077,127.0038592,서울효제초등학교,92,종로5가역 1호선,365,노브랜드 동대문두타몰점,684,알 수 없음,1.11101E+13,2,15
효제동,이지마루종로,4,126-2,26.65,"35,000",2021,37.5737077,127.0038592,서울효제초등학교,92,종로5가역 1호선,365,노브랜드 동대문두타몰점,684,알 수 없음,1.11101E+13,2,15
익선동,현대뜨레비앙,3,55,46.64,"35,000",2003,37.5751303,126.990057,서울교동초등학교,168,종로3가역 5호선,283,,,현대건설,1.11101E+13,1,9
효제동,이지마루종로,7,126-2,26.33,"34,800",2021,37.5737077,127.0038592,서울효제초등학교,92,종로5가역 1호선,365,노브랜드 동대문두타몰점,684,알 수 없음,1.11101E+13,2,15
효제동,이지마루종로,6,126-2,24.44,"34,800",2021,37.5737077,127.0038592,서울효제초등학교,92,종로5가역 1호선,365,노브랜드 동대문두타몰점,684,알 수 없음,1.11101E+13,2,15
효제동,이지마루종로,13,126-2,24.44,"34,800",2021,37.5737077,127.0038592,서울효제초등학교,92,종로5가역 1호선,365,노브랜드 동대문두타몰점,684,알 수 없음,1.11101E+13,2,15
명륜3가,한빛,4,01월 30일,59.73,"34,500",1999,37.5894209,126.9949159,성균관대학교 인문사회과학캠퍼스,148,한성대입구역 4호선,986,홈플러스익스프레스 명륜점,504,알 수 없음,1.11101E+13,1,7
효제동,이지마루종로,8,126-2,20.87,"33,800",2021,37.5737077,127.0038592,서울효제초등학교,92,종로5가역 1호선,365,노브랜드 동대문두타몰점,684,알 수 없음,1.11101E+13,2,15
효제동,이지마루종로,11,126-2,20.87,"33,800",2021,37.5737077,127.0038592,서울효제초등학교,92,종로5가역 1호선,365,노브랜드 동대문두타몰점,684,알 수 없음,1.11101E+13,2,15
창신동,덕산,2,639-50,59.22,"33,000",1999,37.5761168,127.0099201,서울창신초등학교,386,동대문역 1호선,497,홈플러스익스프레스 숭인점,582,알 수 없음,1.11101E+13,1,6
익선동,현대뜨레비앙,4,55,48.54,"32,000",2003,37.5751303,126.990057,서울교동초등학교,168,종로3가역 5호선,283,,,현대건설,1.11101E+13,1,9
익선동,현대뜨레비앙,5,55,46.64,"31,700",2003,37.5751303,126.990057,서울교동초등학교,168,종로3가역 5호선,283,,,현대건설,1.11101E+13,1,9
창신동,창신쌍용1,5,702,54.7,"31,000",1992,37.5805198,127.0140202,서울명신초등학교,128,창신역 6호선,166,GS더프레시 성북보문점,442,알 수 없음,1.11101E+13,5,14
창신동,일우,4,602,59.3,"31,000",2002,37.5773402,127.0096976,서일문화예술고등학교,355,창신역 6호선,545,롯데슈퍼프레시 대학로점,634,알 수 없음,1.11101E+13,1,6
익선동,현대뜨레비앙,9,55,28.1,"31,000",2003,37.5751303,126.990057,서울교동초등학교,168,종로3가역 5호선,283,,,현대건설,1.11101E+13,1,9
숭인동,동문A,2,545,59,"31,000",1996,37.5783684,127.0203834,대광초등학교,300,신설동역 우이신설선,320,GS더프레시 성북보문점,251,알 수 없음,1.11101E+13,1,5
신영동,구암하이빌,2,105-22,75.89,"30,000",2002,37.601922,126.962325,서울세검정초등학교,165,,,GS더프레시 종로구기점,644,알 수 없음,1.11101E+13,1,5
효제동,이지마루종로,15,126-2,19.31,"29,800",2021,37.5737077,127.0038592,서울효제초등학교,92,종로5가역 1호선,365,노브랜드 동대문두타몰점,684,알 수 없음,1.11101E+13,2,15
효제동,포레스트힐시티,9,Feb-65,18.505,"28,500",2017,37.5742239,127.0018283,서울효제초등학교,160,종로5가역 1호선,361,롯데슈퍼프레시 대학로점,780,알 수 없음,1.11101E+13,1,14
창신동,MID그린(8동),4,602-1,59.94,"28,000",2002,37.577358,127.009911,서일문화예술고등학교,340,창신역 6호선,527,롯데슈퍼프레시 대학로점,647,알 수 없음,1.11101E+13,1,7
숭인동,오성,3,888,56.66,"28,000",1997,37.5773264,127.0200501,서울장로회신학,362,신설동역 우이신설선,291,GS더프레시 성북보문점,349,알 수 없음,1.11101E+13,1,5
숭인동,오성,4,888,56.96,"28,000",1997,37.5773264,127.0200501,서울장로회신학,362,신설동역 우이신설선,291,GS더프레시 성북보문점,349,알 수 없음,1.11101E+13,1,5
창신동,덕산,3,639-50,59.28,"25,500",1999,37.5761168,127.0099201,서울창신초등학교,386,동대문역 1호선,497,홈플러스익스프레스 숭인점,582,알 수 없음,1.11101E+13,1,6
동숭동,동성아파트(1동),3,4-161,57.96,"24,750",1999,37.5834415,127.00626,동성고등학교,335,혜화역 4호선,411,롯데슈퍼프레시 대학로점,327,알 수 없음,1.11101E+13,1,5
효제동,포레스트힐시티,6,Feb-65,20.3861,"22,500",2017,37.5742239,127.0018283,서울효제초등학교,160,종로5가역 1호선,361,롯데슈퍼프레시 대학로점,780,알 수 없음,1.11101E+13,1,14
익선동,현대뜨레비앙,8,55,28.1,"22,500",2003,37.5751303,126.990057,서울교동초등학교,168,종로3가역 5호선,283,,,현대건설,1.11101E+13,1,9
행촌동,대성아파트,3,Jan-41,30.28,"21,500",1971,37.5727244,126.9625981,대신고등학교,101,독립문역 3호선,456,농협하나로유통 풍기인삼하나로마트 서대문점,248,알 수 없음,1.11101E+13,2,8
연건동,이화에수풀,10,195-10,16.98,"20,200",2014,37.5754421,127.0018467,홍익대학교 대학로캠퍼스,113,종로5가역 1호선,496,롯데슈퍼프레시 대학로점,650,알 수 없음,1.11101E+13,1,13
효제동,포레스트힐시티,5,Feb-65,20.3861,"20,000",2017,37.5742239,127.0018283,서울효제초등학교,160,종로5가역 1호선,361,롯데슈퍼프레시 대학로점,780,알 수 없음,1.11101E+13,1,14
연건동,이화에수풀,7,195-10,16.98,"19,500",2014,37.5754421,127.0018467,홍익대학교 대학로캠퍼스,113,종로5가역 1호선,496,롯데슈퍼프레시 대학로점,650,알 수 없음,1.11101E+13,1,13
연건동,이화에수풀,9,195-10,19.86,"19,500",2014,37.5754421,127.0018467,홍익대학교 대학로캠퍼스,113,종로5가역 1호선,496,롯데슈퍼프레시 대학로점,650,알 수 없음,1.11101E+13,1,13
효제동,포레스트힐시티,6,Feb-65,16.672,"19,000",2017,37.5742239,127.0018283,서울효제초등학교,160,종로5가역 1호선,361,롯데슈퍼프레시 대학로점,780,알 수 없음,1.11101E+13,1,14
연건동,이화에수풀,9,195-10,16.98,"19,000",2014,37.5754421,127.0018467,홍익대학교 대학로캠퍼스,113,종로5가역 1호선,496,롯데슈퍼프레시 대학로점,650,알 수 없음,1.11101E+13,1,13
연건동,이화에수풀,11,195-10,16.98,"19,000",2014,37.5754421,127.0018467,홍익대학교 대학로캠퍼스,113,종로5가역 1호선,496,롯데슈퍼프레시 대학로점,650,알 수 없음,1.11101E+13,1,13
누상동,청호그린빌,4,40,29.76,"19,000",1999,37.5806961,126.9663524,배화여자중학교,144,경복궁역 3호선,845,서서울농협하나로마트 사직점,738,알 수 없음,1.11101E+13,1,5
연지동,하이텍하우스,6,Jan-36,31.68,"18,814",2011,37.5747243,126.9988895,홍익대학교 대학로캠퍼스,284,종로5가역 1호선,477,롯데슈퍼프레시 대학로점,838,알 수 없음,알 수 없음,알 수 없음,알 수 없음
연건동,이화에수풀,7,195-10,16.98,"18,600",2014,37.5754421,127.0018467,홍익대학교 대학로캠퍼스,113,종로5가역 1호선,496,롯데슈퍼프레시 대학로점,650,알 수 없음,1.11101E+13,1,13
행촌동,대성아파트,7,Jan-41,19.27,"18,000",1971,37.5727244,126.9625981,대신고등학교,101,독립문역 3호선,456,농협하나로유통 풍기인삼하나로마트 서대문점,248,알 수 없음,1.11101E+13,2,8
효제동,포레스트힐시티,5,Feb-65,16.672,"17,900",2017,37.5742239,127.0018283,서울효제초등학교,160,종로5가역 1호선,361,롯데슈퍼프레시 대학로점,780,알 수 없음,1.11101E+13,1,14
효제동,포레스트힐시티,5,Feb-65,16.672,"16,000",2017,37.5742239,127.0018283,서울효제초등학교,160,종로5가역 1호선,361,롯데슈퍼프레시 대학로점,780,알 수 없음,1.11101E+13,1,14
충신동,CS타워,5,Feb-62,21.94,"16,000",2011,37.575139,127.0040385,서울효제초등학교,235,종로5가역 1호선,512,롯데슈퍼프레시 대학로점,650,알 수 없음,1.11101E+13,1,15
연건동,이화에수풀,13,195-10,16.98,"16,000",2014,37.5754421,127.0018467,홍익대학교 대학로캠퍼스,113,종로5가역 1호선,496,롯데슈퍼프레시 대학로점,650,알 수 없음,1.11101E+13,1,13
충신동,CS타워,10,Feb-62,21.94,"15,300",2011,37.575139,127.0040385,서울효제초등학교,235,종로5가역 1호선,512,롯데슈퍼프레시 대학로점,650,알 수 없음,1.11101E+13,1,15
숭인동,삼전솔하임2차,6,296-19,16.67,"14,500",2012,37.5724122,127.0167423,오디세이학교,137,동묘앞역 6호선,93,홈플러스익스프레스 숭인점,167,삼전건설,1.11101E+13,1,10
숭인동,삼전솔하임2차,6,296-19,14.69,"14,500",2012,37.5724122,127.0167423,오디세이학교,137,동묘앞역 6호선,93,홈플러스익스프레스 숭인점,167,삼전건설,1.11101E+13,1,10
충신동,CS타워,6,Feb-62,21.94,"14,000",2011,37.575139,127.0040385,서울효제초등학교,235,종로5가역 1호선,512,롯데슈퍼프레시 대학로점,650,알 수 없음,1.11101E+13,1,15
